Food Name,Carbohydrates (g),Proteins (g),Fats (g),Calories (kcal),Diet Category
Salmon,76.8,25.6,25.5,639.1,Carb-Rich
Chicken,57.2,21.4,26.4,552.0,Carb-Rich
Paneer,57.8,30.5,38.8,702.4,Carb-Rich
Yogurt,67.0,23.8,30.8,640.4,Carb-Rich
Avocado,76.4,12.6,24.4,575.6,Carb-Rich
Banana,54.9,31.7,11.9,453.5,Carb-Rich
Cheese,25.5,47.8,20.4,476.8,Protein-Rich
Eggs,24.3,13.4,19.6,327.2,Carb-Rich
Rice,6.5,45.5,34.8,521.2,Protein-Rich
Almonds,55.8,12.4,15.4,411.4,Carb-Rich
Eggs,73.8,46.4,34.0,786.8,Carb-Rich
Rice,21.5,7.7,7.9,187.9,Carb-Rich
Banana,26.9,2.2,10.0,206.4,Carb-Rich
Beans,21.7,20.2,11.3,269.3,Carb-Rich
Oats,63.6,25.8,15.0,492.6,Carb-Rich
Salmon,1.8,6.6,36.4,361.2,Fat-Rich
Cheese,40.6,28.2,18.5,441.7,Carb-Rich
Cheese,36.3,36.6,23.5,503.1,Protein-Rich
Lentils,68.6,25.5,15.9,519.5,Carb-Rich
Sweet Potato,48.5,26.5,0.4,303.6,Carb-Rich
Peanuts,59.2,8.1,30.4,542.8,Carb-Rich
Eggs,79.7,46.6,31.8,791.4,Carb-Rich
Oats,29.4,32.1,7.5,313.5,Protein-Rich
Yogurt,50.1,19.1,21.1,466.7,Carb-Rich
Sweet Potato,16.3,2.3,6.8,135.6,Carb-Rich
Yogurt,67.9,33.3,27.1,648.7,Carb-Rich
Tofu,11.6,26.8,1.1,163.5,Protein-Rich
Apple,26.6,39.0,2.0,280.4,Protein-Rich
Lentils,46.7,32.6,21.2,508.0,Carb-Rich
Cheese,21.1,30.5,0.8,213.6,Protein-Rich
Avocado,19.2,27.4,3.6,218.8,Protein-Rich
Almonds,73.6,14.0,36.9,682.5,Carb-Rich
Apple,37.5,4.7,1.0,177.8,Carb-Rich
Rice,11.0,24.8,20.3,325.9,Protein-Rich
Bread,70.4,12.5,25.4,560.2,Carb-Rich
Oats,72.8,9.0,17.1,481.1,Carb-Rich
Oats,33.8,44.1,5.8,363.8,Protein-Rich
Apple,20.0,17.6,0.7,156.7,Carb-Rich
Avocado,50.2,6.9,9.8,316.6,Carb-Rich
Almonds,9.3,44.4,35.6,535.2,Protein-Rich
Lentils,29.1,22.0,26.5,442.9,Carb-Rich
Yogurt,53.7,39.9,17.9,535.5,Carb-Rich
Oats,78.1,0.8,21.5,509.1,Carb-Rich
Eggs,1.3,46.6,7.4,258.2,Protein-Rich
Banana,8.2,43.5,4.2,244.6,Protein-Rich
Avocado,13.9,2.1,37.4,400.6,Fat-Rich
Avocado,76.3,20.1,15.3,523.3,Carb-Rich
Chicken,10.3,12.4,37.2,425.6,Fat-Rich
Oats,25.8,38.1,32.8,550.8,Protein-Rich
Oats,36.1,29.3,10.5,356.1,Carb-Rich
Oats,30.3,20.4,13.0,319.8,Carb-Rich
Banana,65.9,4.4,19.1,453.1,Carb-Rich
Milk,37.1,21.5,14.3,363.1,Carb-Rich
Bread,61.6,17.3,38.1,658.5,Carb-Rich
Bread,14.0,31.6,33.5,483.9,Fat-Rich
Cheese,2.2,46.7,9.5,281.1,Protein-Rich
Oats,50.9,22.3,4.8,336.0,Carb-Rich
Paneer,24.2,30.5,18.5,385.3,Protein-Rich
Avocado,11.5,47.8,28.2,491.0,Protein-Rich
Tofu,28.9,2.2,17.1,278.3,Carb-Rich
Milk,70.6,27.0,4.9,434.5,Carb-Rich
Bread,27.6,9.9,27.3,395.7,Carb-Rich
Bread,33.2,31.8,12.6,373.4,Carb-Rich
Peanuts,63.2,39.3,35.3,727.7,Carb-Rich
Sweet Potato,23.6,39.5,38.0,594.4,Protein-Rich
Tofu,17.3,35.3,24.1,427.3,Protein-Rich
Sweet Potato,69.3,13.5,1.5,344.7,Carb-Rich
Banana,36.9,9.3,23.7,398.1,Carb-Rich
Almonds,65.8,3.0,34.9,589.3,Carb-Rich
Yogurt,54.5,12.0,27.3,511.7,Carb-Rich
Paneer,49.9,46.4,7.6,453.6,Carb-Rich
Bread,51.6,18.7,8.4,356.8,Carb-Rich
Tofu,69.5,2.5,6.8,349.2,Carb-Rich
Apple,41.1,16.4,17.5,387.5,Carb-Rich
Cheese,40.0,36.0,7.4,370.6,Carb-Rich
Milk,45.2,14.4,27.5,485.9,Carb-Rich
Peanuts,1.2,25.2,23.8,319.8,Protein-Rich
Apple,50.7,29.8,8.6,399.4,Carb-Rich
Rice,27.7,28.4,11.2,325.2,Protein-Rich
Almonds,57.1,26.8,0.4,339.2,Carb-Rich
Quinoa,40.7,12.0,5.7,262.1,Carb-Rich
Quinoa,73.6,14.5,4.3,391.1,Carb-Rich
Lentils,43.9,48.5,20.4,553.2,Protein-Rich
Rice,7.6,46.4,2.1,234.9,Protein-Rich
Lentils,55.1,29.9,20.3,522.7,Carb-Rich
Salmon,8.5,19.4,15.7,252.9,Protein-Rich
Oats,58.4,29.2,31.0,629.4,Carb-Rich
Peanuts,8.8,4.2,17.5,209.5,Fat-Rich
Almonds,27.3,42.8,10.4,374.0,Protein-Rich
Rice,38.8,7.1,36.1,508.5,Carb-Rich
Beans,15.9,47.8,18.2,418.6,Protein-Rich
Lentils,8.6,8.6,33.0,365.8,Fat-Rich
Banana,77.0,41.6,18.1,637.3,Carb-Rich
Yogurt,14.4,48.5,25.3,479.3,Protein-Rich
Tofu,16.3,4.3,29.6,348.8,Fat-Rich
Peanuts,21.7,20.6,38.2,513.0,Fat-Rich
Chicken,42.6,44.7,26.5,587.7,Protein-Rich
Tofu,47.5,21.3,24.7,497.5,Carb-Rich
Cheese,73.2,11.0,3.0,363.8,Carb-Rich
Eggs,38.9,46.7,3.6,374.8,Protein-Rich
Oats,4.5,4.4,37.7,374.9,Fat-Rich
Apple,77.3,45.3,25.4,719.0,Carb-Rich
Avocado,38.8,30.7,27.8,528.2,Carb-Rich
Beans,77.6,39.6,31.6,753.2,Carb-Rich
Peanuts,22.5,0.4,19.1,263.5,Carb-Rich
Banana,76.8,25.9,37.7,750.1,Carb-Rich
Rice,47.2,26.8,3.0,323.0,Carb-Rich
Salmon,76.1,28.2,20.8,604.4,Carb-Rich
Eggs,18.0,42.1,38.1,583.3,Protein-Rich
Lentils,71.8,38.8,12.1,551.3,Carb-Rich
Eggs,70.1,49.8,10.6,575.0,Carb-Rich
Banana,25.5,32.2,27.1,474.7,Protein-Rich
Lentils,34.7,21.7,36.6,555.0,Fat-Rich
Cheese,65.5,28.9,22.6,581.0,Carb-Rich
Yogurt,1.8,18.4,25.5,310.3,Fat-Rich
Rice,10.3,15.3,26.7,342.7,Fat-Rich
Yogurt,21.4,10.5,31.8,413.8,Fat-Rich
Chicken,30.2,23.1,32.5,505.7,Fat-Rich
Peanuts,73.4,30.4,2.6,438.6,Carb-Rich
Salmon,9.0,30.5,16.7,308.3,Protein-Rich
Milk,7.6,2.8,30.0,311.6,Fat-Rich
Paneer,51.5,25.2,36.6,636.2,Carb-Rich
Lentils,18.9,28.0,20.2,369.4,Protein-Rich
Almonds,59.8,23.4,33.1,630.7,Carb-Rich
Bread,42.9,4.2,6.4,246.0,Carb-Rich
Oats,9.3,4.0,19.3,226.9,Fat-Rich
Cheese,67.2,34.1,10.1,496.1,Carb-Rich
Oats,77.2,18.6,29.9,652.3,Carb-Rich
Banana,64.8,19.8,30.4,612.0,Carb-Rich
Sweet Potato,68.7,16.3,9.2,422.8,Carb-Rich
Quinoa,55.9,39.8,26.0,616.8,Carb-Rich
Lentils,28.3,40.0,1.0,282.2,Protein-Rich
Lentils,53.4,40.7,15.9,519.5,Carb-Rich
Rice,78.9,42.4,20.1,666.1,Carb-Rich
Oats,75.2,19.7,30.8,656.8,Carb-Rich
Sweet Potato,61.8,17.7,17.0,471.0,Carb-Rich
Banana,45.1,31.9,16.1,452.9,Carb-Rich
Eggs,74.8,12.8,37.0,683.4,Carb-Rich
Lentils,73.6,20.4,14.5,506.5,Carb-Rich
Beans,57.4,21.3,4.8,358.0,Carb-Rich
Quinoa,19.7,39.9,38.7,586.7,Protein-Rich
Milk,44.6,6.7,5.1,251.1,Carb-Rich
Oats,46.9,20.1,37.4,604.6,Carb-Rich
Cheese,66.7,36.0,23.6,623.2,Carb-Rich
Apple,69.8,22.7,24.0,586.0,Carb-Rich
Paneer,57.1,25.0,20.9,516.5,Carb-Rich
Quinoa,49.5,2.9,33.1,507.5,Carb-Rich
Yogurt,57.3,37.5,0.9,387.3,Carb-Rich
Cheese,60.4,25.5,26.4,581.2,Carb-Rich
Quinoa,75.9,32.9,11.9,542.3,Carb-Rich
Banana,76.2,36.2,34.4,759.2,Carb-Rich
Salmon,19.0,0.8,5.8,131.4,Carb-Rich
Eggs,9.2,5.7,10.2,151.4,Fat-Rich
Sweet Potato,2.5,8.3,30.1,314.1,Fat-Rich
Apple,9.5,0.6,16.4,188.0,Fat-Rich
Cheese,48.9,18.2,29.6,534.8,Carb-Rich
Eggs,57.2,49.0,14.4,554.4,Carb-Rich
Yogurt,36.4,42.0,3.5,345.1,Protein-Rich
Milk,62.0,24.9,14.5,478.1,Carb-Rich
Tofu,18.6,2.5,21.7,279.7,Fat-Rich
Avocado,28.7,13.3,1.9,185.1,Carb-Rich
Rice,0.4,28.8,14.5,247.3,Protein-Rich
Bread,37.1,11.7,30.2,467.0,Carb-Rich
Paneer,69.5,36.4,19.0,594.6,Carb-Rich
Salmon,38.6,30.1,7.2,339.6,Carb-Rich
Milk,53.9,9.9,17.6,413.6,Carb-Rich
Quinoa,17.1,12.2,33.1,415.1,Fat-Rich
Banana,38.2,32.4,2.0,300.4,Carb-Rich
Eggs,63.4,39.4,9.4,495.8,Carb-Rich
Chicken,12.2,1.4,30.2,326.2,Fat-Rich
Quinoa,74.5,21.4,24.4,603.2,Carb-Rich
Tofu,48.2,32.2,22.6,525.0,Carb-Rich
Eggs,55.9,49.8,38.3,767.5,Carb-Rich
Milk,46.2,37.0,38.4,678.4,Carb-Rich
Bread,43.7,1.6,26.0,415.2,Carb-Rich
Tofu,57.6,1.9,15.6,378.4,Carb-Rich
Sweet Potato,36.5,2.0,10.6,249.4,Carb-Rich
Eggs,76.2,33.4,7.0,501.4,Carb-Rich
Rice,74.6,28.4,9.8,500.2,Carb-Rich
Rice,56.3,38.4,26.3,615.5,Carb-Rich
Quinoa,24.0,26.1,2.8,225.6,Protein-Rich
Banana,23.1,7.9,28.0,376.0,Fat-Rich
Avocado,6.9,2.1,29.3,299.7,Fat-Rich
Cheese,30.1,29.5,9.7,325.7,Carb-Rich
Salmon,38.4,3.2,7.5,233.9,Carb-Rich
Sweet Potato,71.8,8.1,10.0,409.6,Carb-Rich
Yogurt,36.2,2.4,35.9,477.5,Carb-Rich
Tofu,66.5,42.9,20.6,623.0,Carb-Rich
Salmon,9.4,28.3,2.7,175.1,Protein-Rich
Oats,9.8,10.5,14.2,209.0,Fat-Rich
Cheese,48.6,26.5,3.4,331.0,Carb-Rich
Peanuts,76.1,49.4,21.9,699.1,Carb-Rich
Peanuts,60.4,32.6,3.9,407.1,Carb-Rich
Lentils,26.1,34.7,18.4,408.8,Protein-Rich
Quinoa,1.9,25.4,34.5,419.7,Fat-Rich
Bread,11.0,2.5,38.1,396.9,Fat-Rich
Salmon,22.6,44.8,21.4,462.2,Protein-Rich
Avocado,16.3,43.6,22.8,444.8,Protein-Rich
Quinoa,32.0,11.8,38.9,525.3,Fat-Rich
Cheese,38.5,22.9,18.2,409.4,Carb-Rich
Almonds,71.0,28.8,32.2,689.0,Carb-Rich
Bread,28.2,37.5,16.7,413.1,Protein-Rich
Rice,14.3,27.6,9.4,252.2,Protein-Rich
Lentils,50.3,33.6,13.0,452.6,Carb-Rich
Almonds,13.4,38.4,29.3,470.9,Protein-Rich
Tofu,56.4,46.0,29.7,676.9,Carb-Rich
Almonds,45.9,5.9,0.7,213.5,Carb-Rich
Quinoa,15.8,48.6,14.5,388.1,Protein-Rich
Quinoa,64.9,8.6,30.9,572.1,Carb-Rich
Quinoa,60.1,28.7,17.2,510.0,Carb-Rich
Beans,51.8,2.2,4.4,255.6,Carb-Rich
Quinoa,76.0,43.2,6.0,530.8,Carb-Rich
Sweet Potato,13.4,47.4,10.2,335.0,Protein-Rich
Quinoa,73.3,43.7,16.6,617.4,Carb-Rich
Eggs,12.5,23.3,28.1,396.1,Fat-Rich
Banana,50.6,10.5,26.4,482.0,Carb-Rich
Milk,14.8,13.5,27.7,362.5,Fat-Rich
Salmon,22.5,41.2,12.1,363.7,Protein-Rich
Bread,77.5,27.7,4.0,456.8,Carb-Rich
Sweet Potato,34.4,2.0,37.4,482.2,Fat-Rich
Cheese,47.1,32.1,9.2,399.6,Carb-Rich
Yogurt,47.1,17.7,16.2,405.0,Carb-Rich
Milk,5.6,12.5,13.3,192.1,Fat-Rich
Yogurt,27.0,7.7,1.0,147.8,Carb-Rich
Paneer,68.0,2.6,30.3,555.1,Carb-Rich
Tofu,8.6,24.4,22.4,333.6,Protein-Rich
Tofu,44.0,12.9,17.6,386.0,Carb-Rich
Milk,11.3,26.6,18.3,316.3,Protein-Rich
Bread,64.0,3.5,26.7,510.3,Carb-Rich
Quinoa,52.7,3.1,9.3,306.9,Carb-Rich
Apple,58.6,33.9,12.4,481.6,Carb-Rich
Peanuts,17.1,44.1,37.4,581.4,Protein-Rich
Quinoa,17.5,29.6,22.9,394.5,Protein-Rich
Tofu,57.7,6.2,31.6,540.0,Carb-Rich
Quinoa,32.4,41.3,23.9,509.9,Protein-Rich
Lentils,16.7,31.8,4.2,231.8,Protein-Rich
Eggs,28.6,45.2,5.8,347.4,Protein-Rich
Sweet Potato,72.9,17.5,0.8,368.8,Carb-Rich
Quinoa,69.7,34.3,21.8,612.2,Carb-Rich
Peanuts,32.7,23.6,6.8,286.4,Carb-Rich
Paneer,61.9,3.5,3.4,292.2,Carb-Rich
Rice,48.2,13.0,29.9,513.9,Carb-Rich
Rice,50.3,15.9,9.4,349.4,Carb-Rich
Chicken,56.4,47.6,39.1,767.9,Carb-Rich
Tofu,29.2,17.9,8.0,260.4,Carb-Rich
Avocado,69.0,21.0,34.7,672.3,Carb-Rich
Peanuts,27.1,5.7,18.4,296.8,Carb-Rich
Almonds,37.7,0.2,21.3,343.3,Carb-Rich
Tofu,55.3,25.5,35.4,641.8,Carb-Rich
Quinoa,72.9,32.0,20.3,602.3,Carb-Rich
Quinoa,77.1,7.5,20.7,524.7,Carb-Rich
Banana,5.6,45.1,2.3,223.5,Protein-Rich
Yogurt,57.9,45.8,37.4,751.4,Carb-Rich
Avocado,5.0,40.6,27.9,433.5,Protein-Rich
Avocado,5.7,17.3,29.0,353.0,Fat-Rich
Rice,69.9,5.7,32.6,595.8,Carb-Rich
Cheese,44.5,17.4,4.3,286.3,Carb-Rich
Oats,18.1,25.2,25.3,400.9,Fat-Rich
Banana,7.5,11.6,36.4,404.0,Fat-Rich
Tofu,35.6,35.8,39.7,642.9,Fat-Rich
Almonds,34.2,16.3,11.8,308.2,Carb-Rich
Peanuts,56.0,6.0,32.1,536.9,Carb-Rich
Oats,46.4,27.0,37.2,628.4,Carb-Rich
Chicken,25.5,16.8,34.6,480.6,Fat-Rich
Bread,9.3,25.5,37.5,476.7,Fat-Rich
Tofu,49.2,16.0,33.3,560.5,Carb-Rich
Rice,9.2,49.4,6.7,294.7,Protein-Rich
Milk,44.0,2.2,10.1,275.7,Carb-Rich
Rice,57.2,37.7,31.9,666.7,Carb-Rich
Oats,37.4,4.8,25.4,397.4,Carb-Rich
Sweet Potato,53.4,12.3,11.7,368.1,Carb-Rich
Yogurt,53.4,17.6,2.2,303.8,Carb-Rich
Eggs,39.4,40.4,27.6,567.6,Protein-Rich
Beans,59.9,33.7,25.8,606.6,Carb-Rich
Paneer,78.0,1.2,25.8,549.0,Carb-Rich
Quinoa,60.8,26.0,2.3,367.9,Carb-Rich
Almonds,9.8,14.2,32.9,392.1,Fat-Rich
Apple,79.7,19.1,19.9,574.3,Carb-Rich
Chicken,19.9,28.0,33.9,496.7,Fat-Rich
Beans,18.5,6.3,0.3,101.9,Carb-Rich
Almonds,50.3,38.7,37.2,690.8,Carb-Rich
Sweet Potato,48.2,46.4,3.7,411.7,Carb-Rich
Almonds,53.6,40.6,19.0,547.8,Carb-Rich
Eggs,0.2,31.9,11.7,233.7,Protein-Rich
Bread,20.0,44.4,11.1,357.5,Protein-Rich
Sweet Potato,7.0,49.3,5.1,271.1,Protein-Rich
Tofu,17.0,40.7,21.5,424.3,Protein-Rich
Beans,61.4,2.5,10.3,348.3,Carb-Rich
Milk,75.8,23.0,31.0,674.2,Carb-Rich
Oats,51.1,43.3,6.7,437.9,Carb-Rich
Yogurt,44.6,31.0,7.7,371.7,Carb-Rich
Peanuts,74.4,27.1,22.7,610.3,Carb-Rich
Rice,76.7,35.3,18.4,613.6,Carb-Rich
Apple,32.4,6.0,14.3,282.3,Carb-Rich
Peanuts,20.4,37.2,23.2,439.2,Protein-Rich
Apple,21.4,35.9,19.0,400.2,Protein-Rich
Chicken,53.3,10.0,27.7,502.5,Carb-Rich
Cheese,9.5,45.1,23.0,425.4,Protein-Rich
Tofu,39.4,40.8,5.3,368.5,Protein-Rich
Salmon,25.0,34.5,0.8,245.2,Protein-Rich
Peanuts,3.6,11.2,1.9,76.3,Protein-Rich
Avocado,71.2,16.6,10.9,449.3,Carb-Rich
Yogurt,14.2,16.3,26.4,359.6,Fat-Rich
Avocado,27.0,17.5,32.3,468.7,Fat-Rich
Beans,49.7,26.1,25.1,529.1,Carb-Rich
Tofu,53.6,45.8,23.8,611.8,Carb-Rich
Bread,65.1,37.7,39.8,769.4,Carb-Rich
Beans,19.7,30.6,1.8,217.4,Protein-Rich
Chicken,16.7,13.3,14.8,253.2,Carb-Rich
Bread,64.2,24.5,1.0,363.8,Carb-Rich
Salmon,69.7,13.0,18.1,493.7,Carb-Rich
Avocado,50.7,14.9,26.2,498.2,Carb-Rich
Eggs,13.4,35.8,22.3,397.5,Protein-Rich
Tofu,66.7,24.4,36.2,690.2,Carb-Rich
Tofu,75.2,27.5,39.6,767.2,Carb-Rich
Rice,14.3,28.2,13.9,295.1,Protein-Rich
Tofu,14.2,6.4,23.6,294.8,Fat-Rich
Lentils,67.7,21.5,9.3,440.5,Carb-Rich
Avocado,32.0,9.3,15.6,305.6,Carb-Rich
Yogurt,56.7,1.4,8.6,309.8,Carb-Rich
Tofu,50.3,37.6,23.5,563.1,Carb-Rich
Almonds,73.5,29.9,32.8,708.8,Carb-Rich
Sweet Potato,51.4,47.2,33.9,699.5,Carb-Rich
Apple,68.0,4.1,7.5,355.9,Carb-Rich
Beans,34.7,18.4,9.8,300.6,Carb-Rich
Eggs,70.1,19.1,33.7,660.1,Carb-Rich
Milk,30.3,34.2,11.4,360.6,Protein-Rich
Beans,46.4,11.8,4.5,273.3,Carb-Rich
Cheese,41.5,49.4,36.1,688.5,Protein-Rich
Paneer,69.7,40.6,13.3,560.9,Carb-Rich
Peanuts,70.2,17.2,33.8,653.8,Carb-Rich
Salmon,61.7,25.0,7.5,414.3,Carb-Rich
Cheese,23.5,12.4,23.7,356.9,Fat-Rich
Quinoa,5.3,40.3,31.4,465.0,Protein-Rich
Milk,37.2,14.4,3.9,241.5,Carb-Rich
Cheese,25.3,43.4,0.5,279.3,Protein-Rich
Beans,29.8,30.6,33.2,540.4,Fat-Rich
Almonds,5.0,15.9,4.5,124.1,Protein-Rich
Rice,26.7,21.9,3.2,223.2,Carb-Rich
Rice,56.9,24.7,31.3,608.1,Carb-Rich
Almonds,22.9,43.4,39.4,619.8,Protein-Rich
Almonds,21.8,10.2,34.2,435.8,Fat-Rich
Peanuts,29.4,32.1,21.7,441.3,Protein-Rich
Rice,48.7,27.1,10.0,393.2,Carb-Rich
Oats,28.8,15.1,5.0,220.6,Carb-Rich
Sweet Potato,12.5,9.6,22.9,294.5,Fat-Rich
Chicken,26.6,7.0,9.2,217.2,Carb-Rich
Yogurt,8.0,1.4,15.9,180.7,Fat-Rich
Tofu,69.7,20.1,18.0,521.2,Carb-Rich
Beans,68.7,38.5,25.2,655.6,Carb-Rich
Eggs,34.4,39.5,26.4,533.2,Protein-Rich
Quinoa,8.9,9.9,28.2,329.0,Fat-Rich
Chicken,19.2,16.5,32.0,430.8,Fat-Rich
Almonds,36.6,6.2,6.8,232.4,Carb-Rich
Peanuts,75.2,4.2,26.2,553.4,Carb-Rich
Tofu,77.1,0.5,35.8,632.6,Carb-Rich
Peanuts,44.8,47.3,30.9,646.5,Protein-Rich
Apple,24.6,46.3,27.5,531.1,Protein-Rich
Eggs,41.9,35.3,16.0,452.8,Carb-Rich
Beans,68.8,26.6,14.6,513.0,Carb-Rich
Eggs,51.6,23.3,24.9,523.7,Carb-Rich
Chicken,57.7,45.6,10.9,511.3,Carb-Rich
Peanuts,24.2,1.1,39.8,459.4,Fat-Rich
Bread,34.0,41.8,26.6,542.6,Protein-Rich
Cheese,49.5,6.4,2.9,249.7,Carb-Rich
Quinoa,10.0,0.8,2.5,65.7,Carb-Rich
Salmon,29.4,37.4,4.5,307.7,Protein-Rich
Peanuts,70.2,5.5,15.7,444.1,Carb-Rich
Quinoa,68.0,49.7,2.6,494.2,Carb-Rich
Avocado,4.0,48.3,6.8,270.4,Protein-Rich
Bread,57.2,44.2,24.3,624.3,Carb-Rich
Cheese,19.1,3.1,7.5,156.3,Carb-Rich
Sweet Potato,27.8,18.7,5.9,239.1,Carb-Rich
Milk,8.7,13.5,37.7,428.1,Fat-Rich
Chicken,38.4,48.8,2.5,371.3,Protein-Rich
Chicken,49.3,25.3,17.7,457.7,Carb-Rich
Rice,65.4,43.5,31.2,716.4,Carb-Rich
Avocado,58.3,2.2,19.0,413.0,Carb-Rich
Peanuts,60.2,33.2,30.4,647.2,Carb-Rich
Eggs,25.6,0.1,39.6,459.2,Fat-Rich
Milk,32.8,41.1,22.6,499.0,Protein-Rich
Rice,73.8,38.2,37.3,783.7,Carb-Rich
Sweet Potato,22.2,46.9,3.5,307.9,Protein-Rich
Cheese,69.1,12.4,4.8,369.2,Carb-Rich
Lentils,17.7,15.0,36.7,461.1,Fat-Rich
Yogurt,31.7,48.7,21.6,516.0,Protein-Rich
Tofu,30.8,12.2,6.7,232.3,Carb-Rich
Almonds,63.7,39.6,28.2,667.0,Carb-Rich
Yogurt,46.4,13.1,9.4,322.6,Carb-Rich
Bread,7.4,25.4,28.5,387.7,Fat-Rich
Eggs,66.4,28.0,15.9,520.7,Carb-Rich
Yogurt,28.7,30.1,10.7,331.5,Protein-Rich
Beans,30.0,20.8,12.1,312.1,Carb-Rich
Paneer,71.0,23.1,35.6,696.8,Carb-Rich
Milk,58.5,12.0,17.2,436.8,Carb-Rich
Banana,4.0,18.4,10.4,183.2,Protein-Rich
Milk,27.8,17.5,37.9,522.3,Fat-Rich
Chicken,78.7,25.3,38.8,765.2,Carb-Rich
Beans,9.9,20.2,26.1,355.3,Fat-Rich
Paneer,52.3,9.1,23.0,452.6,Carb-Rich
Beans,17.8,40.4,20.5,417.3,Protein-Rich
Avocado,18.6,36.5,16.6,369.8,Protein-Rich
Yogurt,42.5,25.7,35.1,588.7,Carb-Rich
Chicken,25.3,6.2,36.0,450.0,Fat-Rich
Tofu,75.8,17.3,33.0,669.4,Carb-Rich
Rice,26.8,13.2,36.4,487.6,Fat-Rich
Yogurt,27.3,19.0,25.1,411.1,Carb-Rich
Oats,20.7,23.8,11.2,278.8,Protein-Rich
Yogurt,8.7,30.5,24.0,372.8,Protein-Rich
Eggs,60.8,38.2,29.8,664.2,Carb-Rich
Tofu,64.3,29.9,11.5,480.3,Carb-Rich
Apple,21.5,46.4,14.2,399.4,Protein-Rich
Yogurt,8.3,33.1,12.5,278.1,Protein-Rich
Oats,47.3,35.5,38.1,674.1,Carb-Rich
Beans,75.7,41.5,3.1,496.7,Carb-Rich
Banana,31.7,44.8,27.4,552.6,Protein-Rich
Tofu,27.8,14.2,29.6,434.4,Fat-Rich
Quinoa,33.8,43.9,30.6,586.2,Protein-Rich
Lentils,23.4,40.0,12.4,365.2,Protein-Rich
Peanuts,79.7,39.7,19.6,654.0,Carb-Rich
Sweet Potato,57.1,37.4,6.3,434.7,Carb-Rich
Lentils,61.6,7.2,32.5,567.7,Carb-Rich
Apple,29.4,0.8,29.6,387.2,Fat-Rich
Chicken,66.9,11.2,3.7,345.7,Carb-Rich
Chicken,21.1,41.3,6.2,305.4,Protein-Rich
Sweet Potato,5.3,1.3,31.9,313.5,Fat-Rich
Beans,27.9,8.7,19.7,323.7,Carb-Rich
Bread,38.7,0.9,18.8,327.6,Carb-Rich
Eggs,42.8,28.2,37.3,619.7,Carb-Rich
Milk,55.7,49.1,19.4,593.8,Carb-Rich
Rice,62.9,18.1,8.5,400.5,Carb-Rich
Cheese,64.2,40.1,23.1,625.1,Carb-Rich
Lentils,18.5,24.6,28.9,432.5,Fat-Rich
Oats,49.8,11.1,1.2,254.4,Carb-Rich
Chicken,47.4,47.5,16.2,525.4,Protein-Rich
Beans,75.9,6.7,18.6,497.8,Carb-Rich
Paneer,79.4,9.5,29.0,616.6,Carb-Rich
Avocado,75.8,24.4,25.3,628.5,Carb-Rich
Tofu,0.5,10.0,12.4,153.6,Fat-Rich
Paneer,14.0,27.0,35.4,482.6,Fat-Rich
Quinoa,33.3,0.4,2.1,153.7,Carb-Rich
Sweet Potato,70.3,22.5,23.8,585.4,Carb-Rich
Beans,15.4,0.8,18.3,229.5,Fat-Rich
Paneer,8.7,9.3,25.5,301.5,Fat-Rich
Beans,49.9,45.8,21.8,579.0,Carb-Rich
Beans,22.7,9.4,18.2,292.2,Carb-Rich
Quinoa,31.3,10.6,24.7,389.9,Carb-Rich
Almonds,52.3,10.0,32.5,541.7,Carb-Rich
Peanuts,25.5,48.2,17.1,448.7,Protein-Rich
Bread,66.9,21.9,22.7,559.5,Carb-Rich
Avocado,67.1,35.2,13.7,532.5,Carb-Rich
Paneer,68.1,48.2,26.8,706.4,Carb-Rich
Avocado,62.4,19.9,38.5,675.7,Carb-Rich
Tofu,68.3,18.4,9.1,428.7,Carb-Rich
Tofu,4.4,48.1,14.1,336.9,Protein-Rich
Avocado,9.8,40.8,22.4,404.0,Protein-Rich
Banana,32.8,39.7,17.7,449.3,Protein-Rich
Peanuts,59.4,6.6,18.3,428.7,Carb-Rich
Yogurt,5.1,3.4,6.6,93.4,Fat-Rich
Paneer,31.9,5.1,24.5,368.5,Carb-Rich
Sweet Potato,5.3,16.5,5.4,135.8,Protein-Rich
Quinoa,22.2,6.9,36.5,444.9,Fat-Rich
Apple,58.4,31.0,35.5,677.1,Carb-Rich
Salmon,70.1,23.9,18.3,540.7,Carb-Rich
Salmon,49.5,27.1,38.1,649.3,Carb-Rich
Eggs,53.8,46.6,39.2,754.4,Carb-Rich
Almonds,7.0,21.1,36.1,437.3,Fat-Rich
Milk,40.1,50.0,28.2,614.2,Protein-Rich
Bread,52.8,1.8,25.3,446.1,Carb-Rich
Oats,73.0,17.1,30.4,634.0,Carb-Rich
Peanuts,56.1,32.2,22.1,552.1,Carb-Rich
Paneer,70.3,42.5,33.8,755.4,Carb-Rich
Oats,9.4,31.6,34.0,470.0,Fat-Rich
Beans,40.8,33.0,11.0,394.2,Carb-Rich
Quinoa,37.5,40.8,19.2,486.0,Protein-Rich
Peanuts,56.3,49.5,32.2,713.0,Carb-Rich
Chicken,74.9,17.7,14.3,499.1,Carb-Rich
Avocado,62.8,42.7,8.1,494.9,Carb-Rich
Avocado,15.6,1.8,32.7,363.9,Fat-Rich
Quinoa,29.0,47.7,11.1,406.7,Protein-Rich
Cheese,26.1,33.7,11.2,340.0,Protein-Rich
